,Date,Statut,Chromechant,cond,COT,DOxygen,Debit,pH,Pression,TempRiver,TempContainer,Turbidity,Turb,Chrom1,Chrom2,Eau,TG,Filtre,Acide1,Base1,Acide,Base,AC,StatutCM,UPS ,Type,Lithium,Magnesium,Potassium,Calcium,Sodium,Strontium,Fluorures,Sulfates,Nitrates,Chlorures,Phosphate,DebitRiv,discharge 
140152,2015-09-18 04:07:00,4,0.0,643.0,35.14,9.59,721.0,8.27,4.9,13.86,22.4,65.76,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.28208230452674893,0.13635549872122762,2.4058254364089775,0.48566086956521737,0.2784,0.1295,0.6162580645161291,0.8058951612903226,0.7482985915492958,0.4509,170.0,0.17
140192,2015-09-18 04:47:00,4,0.0,644.0,34.95,9.63,728.0,8.27,4.2,13.78,22.6,65.12,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0026,0.28256378600823046,0.1362634271099744,2.4162169576059846,0.4884217391304348,0.2822,0.1304,0.620105098855359,0.8091983870967742,0.750312676056338,0.465,170.0,0.17
140232,2015-09-18 05:27:00,4,0.0,644.0,35.17,9.7,728.0,8.28,3.4,13.72,22.6,64.7,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0026,0.2840905349794239,0.13665217391304346,2.425740648379052,0.4895217391304348,0.2824,0.1317,0.6204609781477628,0.8126693548387097,0.7593887323943662,,168.65,0.16865
140272,2015-09-18 06:07:00,4,0.0,644.0,37.17,9.69,721.0,8.28,3.0,13.65,22.4,64.55,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0026,0.2851028806584362,0.1365677749360614,2.430805486284289,0.4894217391304348,0.2804,0.1323,0.6188355879292404,0.8126596774193549,0.7671802816901409,,166.183333333,0.166183333333
140313,2015-09-18 06:48:00,4,0.0,646.0,35.59,9.73,719.0,8.29,2.6,13.61,22.6,64.52,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0026,0.2857201646090535,0.1359002557544757,2.4256807980049877,0.4877739130434783,0.2831,0.1367,0.6141977107180021,0.8093145161290323,0.7686816901408451,,161.4,0.16140000000000002
140353,2015-09-18 07:28:00,4,0.0,650.0,36.99,9.74,719.0,8.29,5.5,13.58,22.7,65.81,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0026,0.2867078189300411,0.13451918158567774,2.4361346633416456,0.4869652173913044,0.284,0.1319,0.6120052029136317,0.8025112903225806,0.7641802816901409,,166.533333333,0.166533333333
140393,2015-09-18 08:08:00,4,0.0,652.0,35.9,9.77,720.0,8.3,5.0,13.54,22.8,62.98,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0026,0.2883292181069959,0.13312020460358057,2.4563840399002492,0.48911739130434784,0.2856,0.1312,0.613732570239334,0.7997354838709677,0.7605718309859155,,160.0,0.16
140433,2015-09-18 08:48:00,4,0.0,655.0,36.35,9.79,725.0,8.31,4.4,13.52,22.6,62.59,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0026,0.29009053497942383,0.1314092071611253,2.4677680798004986,0.4918565217391304,0.2862,0.1308,0.6174536940686784,0.7995709677419355,0.7602732394366197,,160.0,0.16
140473,2015-09-18 09:28:00,4,0.0,658.0,35.68,9.8,719.0,8.31,3.8,13.57,22.9,64.72,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0026,0.292119341563786,0.13086700767263426,2.4827680798004987,0.4946478260869565,0.2874,0.1317,0.6236701352757544,0.8001387096774194,0.7694676056338028,,157.2,0.15719999999999998
140513,2015-09-18 10:08:00,4,0.0,660.0,34.48,9.84,715.0,8.32,2.9,13.58,22.9,65.16,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0026,0.2935390946502058,0.1302225063938619,2.49588029925187,0.4961217391304348,0.2889,0.1316,0.6256004162330905,0.7985016129032259,0.7823774647887324,,158.8,0.15880000000000002
140553,2015-09-18 10:48:00,4,0.0,663.0,35.44,9.84,728.0,8.33,3.3,13.62,22.9,66.21,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0027,0.2949835390946502,0.12896419437340154,2.498339152119701,0.49813913043478264,0.2912,0.1284,0.6276503642039543,0.7930741935483872,0.7859915492957746,0.4577,154.3,0.15430000000000002
140593,2015-09-18 11:28:00,4,0.0,666.0,31.0,9.89,728.0,8.34,5.4,13.68,22.9,66.63,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0026,0.2963991769547325,0.12799488491048594,2.5134164588528676,0.49877391304347823,0.291,0.1296,0.6323839750260146,0.7863532258064516,0.7811380281690141,,157.0,0.157
140633,2015-09-18 12:08:00,4,0.0,670.0,30.88,9.9,728.0,8.35,5.0,13.88,23.1,65.64,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0026,0.29829218106995886,0.12727109974424552,2.5318403990024936,0.4997521739130435,0.2933,0.13,0.6387336108220604,0.7861145161290323,0.7816394366197184,,157.0,0.157
140673,2015-09-18 12:48:00,4,0.0,674.0,35.95,9.87,721.0,8.36,4.5,14.03,23.4,65.64,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0026,0.30034567901234566,0.1269616368286445,2.5545985037406482,0.5033217391304348,0.2941,0.1299,0.6435494276795006,0.7896,0.8021661971830986,,157.0,0.157
140713,2015-09-18 13:28:00,4,0.0,676.0,35.91,9.91,725.0,8.36,3.9,14.09,23.7,65.6,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0026,0.3023045267489712,0.12671611253196932,2.573418952618454,0.507791304347826,0.2957,0.1293,0.6417908428720084,0.7891532258064516,0.8123492957746479,,153.64,0.15364
140753,2015-09-18 14:08:00,4,0.0,678.0,33.41,9.86,724.0,8.36,2.7,14.06,23.8,65.8,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0027,0.3038230452674897,0.1268925831202046,2.596359102244389,0.5121130434782609,0.2949,0.1292,0.6456711758584808,0.7904806451612904,0.8040507042253522,,151.4,0.1514
140793,2015-09-18 14:48:00,4,0.0,674.0,35.98,9.8,728.0,8.35,2.8,14.08,23.6,66.03,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0026,0.3061399176954732,0.12651150895140664,2.6142693266832917,0.5126,0.2966,0.1279,0.6507970863683663,0.7952516129032258,0.8162422535211268,,153.4,0.1534
140833,2015-09-18 15:28:00,4,0.0,675.0,34.91,9.71,723.0,8.36,5.4,14.16,23.3,65.28,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0026,0.30535802469135803,0.12582864450127879,2.6116408977556107,0.5091869565217391,0.295,0.1275,0.6473777315296566,0.7871564516129033,0.8193915492957746,,155.4,0.1554
140873,2015-09-18 16:08:00,4,0.0,668.0,35.46,9.7,728.0,8.35,5.1,14.13,23.3,65.57,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0027,0.30580246913580245,0.12506649616368287,2.6144239401496256,0.5083173913043478,0.2959,0.1289,0.6518012486992717,0.7806129032258065,0.8029802816901409,0.4926,157.4,0.1574
140913,2015-09-18 16:48:00,4,0.0,673.0,36.17,9.68,728.0,8.35,4.5,14.17,23.3,65.11,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0027,0.30421399176954733,0.12373913043478259,2.600274314214464,0.5056304347826087,0.2928,0.1271,0.6444360041623309,0.7771193548387096,0.8155154929577465,,159.4,0.15940000000000001
140953,2015-09-18 17:28:00,4,0.0,669.0,31.7,9.62,726.0,8.34,3.9,14.25,23.2,65.07,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0027,0.30420576131687244,0.12274680306905371,2.6022369077306733,0.5049347826086956,0.2921,0.1246,0.6376066597294485,0.7720677419354839,0.8161633802816901,,163.92,0.16391999999999998
140993,2015-09-18 18:08:00,4,0.0,669.0,35.74,9.54,728.0,8.34,3.0,14.26,23.2,65.42,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0027,0.30289711934156377,0.12228644501278771,2.5977730673316706,0.5060956521739131,0.2927,0.1245,0.6381331945889698,0.7624177419354838,0.8030450704225351,,168.8,0.1688
141033,2015-09-18 18:48:00,4,0.0,666.0,32.84,9.53,728.0,8.33,2.9,14.31,23.2,64.62,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0027,0.3016584362139918,0.1218388746803069,2.593092269326683,0.5058869565217392,0.2901,0.1241,0.635095733610822,0.7614596774193549,0.8065239436619718,,174.8,0.1748
141073,2015-09-18 19:28:00,4,0.0,667.0,35.58,9.49,730.0,8.33,5.5,14.39,23.1,64.77,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0027,0.2997572016460905,0.12146547314578005,2.578,0.5115347826086957,0.288,0.1212,0.6286285119667014,0.756866129032258,0.8234140845070422,,179.533333333,0.179533333333
141114,2015-09-18 20:09:00,4,0.0,669.0,34.4,9.46,728.0,8.33,5.1,14.45,23.0,63.74,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0027,0.29816460905349795,0.12217391304347826,2.574142144638404,0.5136347826086957,0.2849,0.1208,0.6219063475546306,0.7536387096774193,0.8225014084507042,,178.425,0.178425
141154,2015-09-18 20:49:00,4,0.0,677.0,35.76,9.49,728.0,8.34,4.6,14.47,23.1,63.54,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0026,0.29762139917695474,0.12297186700767264,2.5856882793017455,0.5154652173913044,0.2851,0.1208,0.6212580645161291,0.7577822580645162,0.8174084507042254,,174.35,0.17435
141194,2015-09-18 21:29:00,4,0.0,684.0,33.76,9.54,730.0,8.34,4.1,14.43,23.1,63.69,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0026,0.3003827160493827,0.12309974424552429,2.6210473815461346,0.5140565217391304,0.2836,0.118,0.6255171696149845,0.770766129032258,0.8256366197183098,,172.52,0.17252
141234,2015-09-18 22:09:00,4,0.0,687.0,32.84,9.54,725.0,8.34,3.2,14.38,23.0,63.47,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0027,0.3032592592592593,0.12168542199488491,2.6588778054862843,0.5153695652173913,0.2849,0.116,0.62774505723205,0.7853612903225806,0.8461915492957747,,171.2,0.1712
141274,2015-09-18 22:49:00,4,0.0,690.0,34.01,9.57,726.0,8.34,2.6,14.33,22.9,63.52,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0027,0.30559670781893006,0.12040153452685422,2.6763790523690774,0.5181,0.2837,0.1164,0.6338813735691987,0.7925338709677419,0.8435042253521127,,167.0,0.167
141314,2015-09-18 23:29:00,4,0.0,694.0,33.53,9.55,723.0,8.34,5.1,14.24,22.9,63.56,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0027,0.3070329218106996,0.11996675191815856,2.6898728179551123,0.5195434782608696,0.2833,0.1168,0.6422913631633715,0.8019435483870968,0.8302309859154929,,165.55,0.16555
141354,2015-09-19 00:09:00,4,0.0,694.0,32.27,9.59,730.0,8.34,5.1,14.15,22.6,63.63,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0027,0.30930864197530866,0.11968542199488491,2.7043266832917703,0.523495652173913,0.2823,0.117,0.64684703433923,0.8115016129032258,0.8468028169014085,,163.4,0.16340000000000002
141394,2015-09-19 00:49:00,4,0.0,696.0,35.92,9.62,728.0,8.34,4.6,14.04,22.8,63.26,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.3108395061728395,0.12053964194373401,2.709346633416459,0.5251652173913043,0.2834,0.1143,0.6449448491155048,0.809341935483871,0.8534,,160.733333333,0.160733333333
141434,2015-09-19 01:29:00,4,0.0,696.0,34.06,9.66,728.0,8.33,4.0,13.93,22.7,63.53,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0027,0.3114074074074074,0.12372378516624041,2.709261845386534,0.5247913043478261,0.283,0.114,0.648630593132154,0.8031822580645162,0.8411830985915493,0.5,158.55,0.15855000000000002
141474,2015-09-19 02:09:00,4,0.0,690.0,34.75,9.63,726.0,8.32,3.0,13.87,22.7,63.6,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.3116172839506173,0.13011253196930944,2.7018354114713214,0.5259304347826087,0.287,0.1161,0.653098855359001,0.8004532258064516,0.8421971830985916,,156.55,0.15655000000000002
141514,2015-09-19 02:49:00,4,0.0,685.0,37.26,9.68,728.0,8.32,2.6,13.81,22.6,64.17,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.31031687242798356,0.1369156010230179,2.680935162094763,0.5238826086956522,0.2846,0.1152,0.6457752341311135,0.7932532258064516,0.8502366197183099,,154.55,0.15455000000000002
141554,2015-09-19 03:29:00,4,0.0,679.0,33.77,9.67,728.0,8.32,5.4,13.77,22.7,64.06,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.3075761316872428,0.1443452685421995,2.6473516209476307,0.5199217391304348,0.2824,0.1145,0.6322570239334028,0.7786290322580645,0.8394140845070422,,155.45,0.15544999999999998
141594,2015-09-19 04:09:00,4,0.0,673.0,35.76,9.7,728.0,8.31,5.1,13.74,22.8,63.57,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.3052551440329218,0.15008951406649615,2.619703241895262,0.5137869565217391,0.2837,0.1134,0.625636836628512,0.7654870967741936,0.821512676056338,,157.0,0.157
141634,2015-09-19 04:49:00,4,0.0,669.0,36.8,9.7,728.0,8.32,4.5,13.68,22.5,63.41,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.3030246913580247,0.1533785166240409,2.594571072319202,0.5100565217391304,0.2793,0.1141,0.622225806451613,0.7607806451612903,0.8232647887323944,,157.0,0.157
141674,2015-09-19 05:29:00,4,0.0,671.0,31.59,9.7,728.0,8.31,3.9,13.66,22.6,63.34,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.3009012345679012,0.15424296675191815,2.5737531172069823,0.5083695652173913,0.28,0.1087,0.6123225806451613,0.749958064516129,0.8293239436619718,0.5231,157.0,0.157
141714,2015-09-19 06:09:00,4,0.0,674.0,33.79,9.71,726.0,8.31,2.8,13.65,22.7,62.97,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0027,0.30060905349794237,0.1538158567774936,2.5736957605985036,0.508295652173913,0.2803,0.1126,0.6117075962539023,0.7411596774193548,0.8204563380281691,,157.0,0.157
141754,2015-09-19 06:49:00,4,0.0,679.0,34.33,9.76,728.0,8.31,2.8,13.62,22.6,63.16,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.3024526748971193,0.1522992327365729,2.584234413965087,0.5121304347826087,0.2827,0.1128,0.61994901144641,0.7453645161290323,0.8211464788732394,,157.0,0.157
141794,2015-09-19 07:29:00,4,0.0,685.0,36.73,9.77,730.0,8.32,5.5,13.59,22.8,63.04,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0027,0.3049670781893004,0.15057544757033248,2.607795511221945,0.5137434782608696,0.2831,0.1119,0.625420395421436,0.7556870967741935,0.840718309859155,,157.0,0.157
141834,2015-09-19 08:09:00,4,0.0,689.0,31.23,9.83,726.0,8.33,5.1,13.58,22.6,61.5,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.3078065843621399,0.14737084398976982,2.635418952618454,0.5151608695652173,0.2875,0.1123,0.6293069719042664,0.7609725806451614,0.8403943661971831,,157.0,0.157
141874,2015-09-19 08:49:00,4,0.0,691.0,36.59,9.84,726.0,8.34,4.5,13.58,22.9,63.13,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.3087448559670782,0.14467263427109975,2.652625935162095,0.5155217391304348,0.2855,0.1126,0.6383059313215401,0.7653435483870968,0.8302901408450705,,157.0,0.157
141915,2015-09-19 09:30:00,4,0.0,692.0,35.91,9.88,728.0,8.34,4.0,13.59,22.8,62.46,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.31081069958847735,0.14158056265984653,2.672299251870324,0.5175695652173913,0.2888,0.1121,0.6406888657648283,0.77525,0.845918309859155,,157.0,0.157
141955,2015-09-19 10:10:00,4,0.0,693.0,33.28,9.88,728.0,8.35,3.1,13.62,22.8,63.0,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.31130041152263377,0.13962915601023018,2.679147132169576,0.5193608695652173,0.2863,0.1112,0.6353361082206036,0.7771435483870968,0.854312676056338,,156.5,0.1565
141995,2015-09-19 10:50:00,4,0.0,693.0,34.57,9.93,728.0,8.36,2.5,13.74,22.9,62.26,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.31153909465020574,0.13779795396419436,2.682638403990025,0.5218956521739131,0.2868,0.1129,0.6375078043704475,0.7760661290322581,0.8383915492957746,,154.5,0.1545
142035,2015-09-19 11:30:00,4,0.0,693.0,34.85,9.96,728.0,8.37,4.8,13.84,23.1,62.25,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.3106954732510288,0.13607416879795395,2.6845286783042397,0.5225782608695652,0.2853,0.1123,0.6352986472424558,0.7839306451612904,0.8555859154929577,,152.5,0.1525
142075,2015-09-19 12:10:00,4,0.0,694.0,33.84,9.95,725.0,8.37,5.2,13.95,23.3,61.25,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.3109876543209877,0.134079283887468,2.6874139650872815,0.5260130434782608,0.2842,0.1123,0.6330853277835589,0.7811193548387096,0.8520422535211267,,151.0,0.151
142115,2015-09-19 12:50:00,4,0.0,694.0,36.04,9.95,728.0,8.38,4.7,13.99,23.6,61.05,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.31130041152263377,0.13241943734015343,2.69043391521197,0.5275608695652174,0.2864,0.1122,0.6380052029136317,0.7850032258064517,0.8482112676056338,,151.0,0.151
142155,2015-09-19 13:30:00,4,0.0,695.0,36.64,9.95,725.0,8.38,4.1,14.08,23.7,61.91,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.311320987654321,0.13074168797953964,2.6955486284289276,0.5281565217391304,0.2848,0.1089,0.6339354838709678,0.7863806451612904,0.866605633802817,0.5872,151.0,0.151
142195,2015-09-19 14:10:00,4,0.0,696.0,34.81,9.95,725.0,8.38,3.3,14.17,23.8,64.42,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.3123045267489712,0.1289386189258312,2.7037431421446385,0.530004347826087,0.2871,0.1096,0.6363257023933403,0.7806612903225807,0.8488112676056337,0.5436,150.5,0.1505
142235,2015-09-19 14:50:00,4,0.0,699.0,32.19,9.92,730.0,8.38,2.4,14.24,23.8,65.77,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.31250617283950616,0.1271790281329923,2.707206982543641,0.5295217391304348,0.2855,0.112,0.6375338189386057,0.7856177419354838,0.863543661971831,,148.5,0.1485
142275,2015-09-19 15:30:00,4,0.0,702.0,32.76,9.89,728.0,8.38,4.9,14.34,23.7,65.52,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.31455555555555553,0.1257468030690537,2.720074812967581,0.5311826086956521,0.2871,0.1122,0.637165452653486,0.78215,0.8685126760563381,,148.0,0.148
142315,2015-09-19 16:10:00,4,0.0,705.0,31.11,9.83,730.0,8.38,5.2,14.45,23.7,61.65,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.31666666666666665,0.12432736572890025,2.7297456359102243,0.530991304347826,0.2892,0.1137,0.6452976066597295,0.7820725806451613,0.8572225352112676,,148.0,0.148
142356,2015-09-19 16:51:00,4,0.0,708.0,35.28,9.81,730.0,8.38,4.8,14.47,23.8,60.76,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.31883539094650204,0.1232531969309463,2.7485286783042393,0.5316652173913043,0.2925,0.1146,0.6481508844953174,0.7876935483870968,0.8797521126760564,,148.0,0.148
142396,2015-09-19 17:31:00,4,0.0,705.0,34.3,9.76,730.0,8.38,4.3,14.45,23.6,60.68,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.31993827160493826,0.1222685421994885,2.765346633416459,0.5341391304347826,0.2921,0.1148,0.6524037460978148,0.7851387096774194,0.874,,151.72,0.15172
142436,2015-09-19 18:11:00,4,0.0,704.0,35.13,9.7,723.0,8.38,3.6,14.49,23.5,60.89,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.31982716049382715,0.12118925831202046,2.7633341645885285,0.5347086956521739,0.2943,0.1149,0.6564536940686785,0.7848016129032258,0.8713323943661972,,166.825,0.166825
142476,2015-09-19 18:51:00,4,0.0,697.0,31.35,9.66,723.0,8.38,2.7,14.48,23.3,59.62,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.3191275720164609,0.12053964194373401,2.7600024937655863,0.5375869565217392,0.2909,0.1134,0.6478907388137357,0.7857564516129033,0.8930169014084507,,160.0,0.16
142516,2015-09-19 19:31:00,4,0.0,696.0,35.35,9.58,728.0,8.37,4.6,14.51,23.1,59.25,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.31507407407407406,0.11947314578005115,2.7333241895261846,0.5362434782608696,0.2873,0.1108,0.6368678459937566,0.7770338709677419,0.8711718309859156,0.5331,164.34,0.16434
142556,2015-09-19 20:11:00,4,0.0,678.0,35.11,9.54,732.0,8.35,5.2,14.56,23.0,59.47,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.31311522633744854,0.11926342710997441,2.7271521197007482,0.536895652173913,0.2872,0.1121,0.6387200832466181,0.7766951612903226,0.8702732394366197,,197.3,0.1973
142596,2015-09-19 20:51:00,4,0.0,664.0,33.87,9.5,732.0,8.34,4.7,14.57,23.0,58.96,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.3049958847736626,0.11875703324808183,2.660134663341646,0.5275,0.278,0.1103,0.6175483870967743,0.7586951612903226,0.8632,,194.8,0.1948
142636,2015-09-19 21:31:00,4,0.0,677.0,33.78,9.49,726.0,8.34,4.1,14.5,22.8,56.94,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.2974485596707819,0.11914578005115088,2.5997256857855358,0.5348217391304348,0.2678,0.1079,0.59579604578564,0.7392016129032258,0.8483295774647888,0.5136,187.575,0.187575
142676,2015-09-19 22:11:00,4,0.0,684.0,33.16,9.59,726.0,8.35,3.3,14.37,22.8,55.93,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0027,0.29693004115226335,0.11974424552429667,2.605299251870324,0.5372217391304348,0.2696,0.1093,0.6016514047866806,0.7488967741935484,0.8515098591549296,,177.433333333,0.17743333333300002
142716,2015-09-19 22:51:00,4,0.0,674.0,33.89,9.62,732.0,8.34,2.7,14.24,22.7,56.79,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0027,0.301440329218107,0.119846547314578,2.645441396508728,0.5352695652173913,0.2709,0.1084,0.6053558792924038,0.7708596774193549,0.8690732394366197,,170.9,0.1709
142757,2015-09-19 23:32:00,4,0.0,674.0,34.23,9.67,728.0,8.32,4.5,14.06,22.6,57.87,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0027,0.29902880658436215,0.11813554987212277,2.6276483790523693,0.5244130434782609,0.2647,0.1115,0.5978584807492195,0.787366129032258,0.8359436619718309,0.5745,166.16,0.16616
142797,2015-09-20 00:12:00,4,0.0,685.0,36.91,9.69,732.0,8.32,5.2,13.9,22.5,56.95,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.2992962962962963,0.11664961636828644,2.6170623441396508,0.517695652173913,0.2623,0.1127,0.5964630593132154,0.8178693548387097,0.8145014084507042,,163.2,0.16319999999999998
142837,2015-09-20 00:52:00,4,0.0,691.0,36.44,9.76,732.0,8.32,4.7,13.72,22.4,56.19,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0027,0.3050946502057613,0.11655498721227621,2.64815710723192,0.5217391304347826,0.2667,0.1135,0.6053028095733611,0.8336435483870968,0.840343661971831,,160.533333333,0.160533333333
142877,2015-09-20 01:32:00,4,0.0,696.0,33.39,9.78,729.0,8.32,4.1,13.55,22.5,55.82,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0028,0.30923456790123455,0.11710997442455241,2.6763341645885284,0.5274217391304348,0.2701,0.1143,0.6124973985431842,0.8281370967741934,0.8486056338028168,,160.0,0.16
142917,2015-09-20 02:12:00,4,0.0,697.0,36.06,9.8,728.0,8.32,3.1,13.36,22.5,56.24,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.3132551440329218,0.11691304347826087,2.699022443890274,0.5337913043478261,0.276,0.1156,0.6230874089490115,0.8291419354838709,0.8442816901408451,,160.0,0.16
142957,2015-09-20 02:52:00,4,0.0,694.0,34.57,9.88,730.0,8.31,3.0,13.21,22.5,56.19,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,0.0029,0.3145802469135803,0.11725831202046036,2.70531421446384,0.534204347826087,0.2788,0.1146,0.6253173777315297,0.8329483870967742,0.8599802816901408,0.5114,160.0,0.16
