,Date,Statut,Chromechant,cond,COT,DOxygen,Debit,pH,Pression,TempRiver,TempContainer,Turbidity,Turb,Chrom1,Chrom2,Eau,TG,Filtre,Acide1,Base1,Acide,Base,AC,StatutCM,UPS ,Type,Lithium,Magnesium,Potassium,Calcium,Sodium,Strontium,Fluorures,Sulfates,Nitrates,Chlorures,Phosphate,DebitRiv,discharge
3145,2015-06-14 04:25:00,4,0.0,736.0,27.42,9.28,757.0,8.24,3.2,15.63,22.8,15.79,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35491358024691355,0.08165217391304348,3.043134663341646,0.6143217391304348,,0.123,0.6710874089490115,0.9053822580645161,0.9793211267605635,0.4066,162.0,0.162
3175,2015-06-14 04:55:00,4,0.0,736.0,28.11,9.35,757.0,8.25,4.8,15.46,22.9,14.74,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3549259259259259,0.08219693094629156,3.04728927680798,0.6155739130434783,,0.1263,0.6700988553590012,0.9087,0.9805323943661972,0.3861,165.5,0.1655
3205,2015-06-14 05:25:00,4,0.0,737.0,27.63,9.38,776.0,8.25,3.3,15.32,22.8,14.67,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35430864197530865,0.08231713554987212,3.0370473815461345,0.6182565217391305,,0.1231,0.670684703433923,0.9113306451612903,0.9816422535211268,0.3792,164.0,0.164
3235,2015-06-14 05:55:00,4,0.0,737.0,27.27,9.43,774.0,8.25,5.3,15.22,22.7,14.51,OK,OK,PLEIN,OK,ON,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3542222222222222,0.08259590792838874,3.0418354114713213,0.6192869565217392,,0.1217,0.6707127991675339,0.9106548387096774,0.9806084507042253,0.3901,165.5,0.1655
3265,2015-06-14 06:25:00,4,0.0,737.0,27.73,9.5,776.0,8.24,4.1,15.17,22.9,15.02,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3550123456790123,0.08266496163682864,3.04843391521197,0.6219956521739131,,0.1229,0.6718605619146722,0.9113193548387097,0.9809521126760563,0.4,164.0,0.164
3295,2015-06-14 06:55:00,4,0.0,737.0,27.63,9.56,776.0,8.26,3.7,15.15,23.0,14.32,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3548847736625514,0.08242455242966751,3.046374064837905,0.6229869565217391,,0.1263,0.671468262226847,0.9105435483870967,0.981312676056338,0.4091,164.0,0.164
3326,2015-06-14 07:26:00,4,0.0,736.0,27.44,9.62,774.0,8.27,5.5,15.18,23.3,14.54,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3543251028806584,0.08241943734015345,3.043214463840399,0.6230782608695652,,0.1299,0.6717669094693028,0.9090612903225807,0.9808422535211266,0.4182,164.0,0.164
3356,2015-06-14 07:56:00,4,0.0,735.0,28.21,9.65,774.0,8.27,4.4,15.22,23.7,13.99,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3543251028806584,0.08229411764705881,3.0431097256857855,0.6217304347826087,,0.124,0.6714547346514048,0.906233870967742,0.9801577464788732,,164.0,0.164
3386,2015-06-14 08:26:00,4,0.0,735.0,27.37,9.71,777.0,8.28,2.9,15.35,24.0,14.1,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35434156378600823,0.0820076726342711,3.045261845386533,0.6209217391304348,,0.1241,0.6709771071800209,0.903133870967742,0.980025352112676,,162.4,0.16240000000000002
3416,2015-06-14 08:56:00,4,0.0,733.0,28.21,9.79,774.0,8.29,4.9,15.45,24.2,13.94,OK,OK,PLEIN,OK,ON,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3538024691358025,0.08212531969309463,3.043059850374065,0.6191304347826087,,0.1237,0.670168574401665,0.9017774193548388,0.9782394366197182,0.4045,164.0,0.164
3446,2015-06-14 09:26:00,4,0.0,733.0,26.78,9.8,760.0,8.29,3.4,15.54,24.5,13.81,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35329629629629633,0.08262659846547314,3.0411047381546132,0.6176869565217391,,0.1236,0.668690946930281,0.901216129032258,0.9776028169014085,0.4243,164.0,0.164
3476,2015-06-14 09:56:00,4,0.0,732.0,28.43,9.84,757.0,8.3,5.4,15.68,24.7,14.32,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.352275720164609,0.08315856777493606,3.0379650872817954,0.6152652173913044,,0.1233,0.6667440166493237,0.8983532258064516,0.9757492957746479,,165.8,0.1658
3506,2015-06-14 10:26:00,4,0.0,732.0,24.96,9.84,764.0,8.3,4.4,15.77,25.1,14.6,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35172427983539095,0.08325831202046036,3.036074812967581,0.6136434782608695,,0.123,0.6655702393340271,0.8967838709677419,0.9744676056338029,,160.0,0.16
3536,2015-06-14 10:56:00,4,0.0,730.0,28.02,9.9,778.0,8.3,3.7,15.84,25.2,15.14,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35109053497942383,0.08260869565217391,3.0302693266832916,0.6100347826086956,,0.123,0.6647232049947971,0.8934967741935483,0.9727830985915493,0.4157,165.2,0.16519999999999999
3566,2015-06-14 11:26:00,4,0.0,729.0,28.72,9.85,776.0,8.31,4.8,15.97,25.5,15.59,OK,OK,PLEIN,OK,ON,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3507942386831276,0.0820613810741688,3.033364089775561,0.6068,,0.123,0.6635993756503643,0.8898435483870968,0.9711605633802817,0.3756,160.0,0.16
3596,2015-06-14 11:56:00,4,0.0,728.0,28.2,9.78,771.0,8.31,4.7,16.04,25.4,15.12,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3509506172839506,0.0809693094629156,3.0359950124688275,0.6051739130434782,,0.1223,0.6627169614984392,0.8879774193548388,0.9693239436619718,,162.4,0.16240000000000002
3626,2015-06-14 12:26:00,4,0.0,727.0,28.65,9.76,759.0,8.32,3.1,16.11,25.4,18.33,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3503497942386831,0.08002301790281328,3.0343316708229424,0.6033173913043478,,0.1245,0.6620437044745058,0.8869338709677419,0.9675577464788733,,164.0,0.164
3656,2015-06-14 12:56:00,4,0.0,726.0,28.71,9.68,778.0,8.32,5.4,16.25,25.3,16.67,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3497530864197531,0.0801764705882353,3.031635910224439,0.6021260869565218,,0.127,0.6616451612903226,0.887383870967742,0.9677070422535211,,160.0,0.16
3686,2015-06-14 13:26:00,4,0.0,726.0,28.07,9.63,768.0,8.33,4.4,16.37,25.4,17.99,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3490699588477366,0.07931713554987213,3.026972568578554,0.6013086956521739,,0.1219,0.6625098855359002,0.8866112903225807,0.9677690140845071,0.41,160.0,0.16
3716,2015-06-14 13:56:00,4,0.0,725.0,27.32,9.56,761.0,8.33,2.6,16.5,25.4,15.1,OK,OK,PLEIN,OK,ON,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.34948148148148145,0.07890537084398977,3.029209476309227,0.6009478260869565,,0.1203,0.6624276795005204,0.8869725806451613,0.9672929577464789,0.4259,160.0,0.16
3746,2015-06-14 14:26:00,4,0.0,724.0,28.18,9.49,764.0,8.34,5.1,16.66,25.3,20.52,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3483127572016461,0.07853708439897698,3.018648379052369,0.6016391304347826,,0.12,0.6622310093652446,0.8881290322580645,0.9681492957746479,0.386,160.0,0.16
3776,2015-06-14 14:56:00,4,0.0,723.0,27.98,9.45,749.0,8.33,3.5,16.8,25.4,17.05,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3480699588477366,0.07847570332480819,3.0169800498753117,0.6003000000000001,,0.1194,0.6617159209157129,0.8882967741935484,0.968318309859155,0.3864,160.0,0.16
3806,2015-06-14 15:26:00,4,0.0,722.0,30.47,9.4,751.0,8.34,5.3,16.95,25.3,16.16,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3471028806584362,0.07826342710997441,3.0075610972568576,0.5994130434782609,,0.1205,0.6617533818938606,0.8879645161290323,0.9680169014084508,0.4209,160.0,0.16
3836,2015-06-14 15:56:00,4,0.0,721.0,28.61,9.32,772.0,8.34,4.6,17.05,25.3,17.32,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.34772839506172837,0.07821227621483376,3.0098254364089776,0.5996086956521739,,0.1201,0.6641186264308013,0.887882258064516,0.9672591549295774,,158.2,0.15819999999999998
3866,2015-06-14 16:26:00,4,0.0,720.0,27.99,9.25,776.0,8.34,2.6,17.15,25.2,17.3,OK,OK,PLEIN,OK,ON,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3483374485596708,0.07806393861892583,3.0049526184538653,0.599404347826087,,0.1266,0.6650676378772112,0.8866854838709677,0.9665633802816902,0.4296,157.0,0.157
3896,2015-06-14 16:56:00,4,0.0,720.0,27.92,9.21,753.0,8.34,5.2,17.23,25.2,16.08,OK,OK,PLEIN,OK,ON,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3477654320987654,0.07797442455242966,2.9988254364089775,0.5991695652173913,,0.125,0.6650853277835589,0.8867290322580645,0.9681352112676056,0.3832,157.0,0.157
3926,2015-06-14 17:26:00,4,0.0,720.0,27.86,9.11,757.0,8.33,4.0,17.31,25.1,15.68,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.34736625514403296,0.0778772378516624,2.995518703241895,0.5973086956521739,,0.1213,0.6662736732570239,0.8856145161290322,0.9678394366197183,0.4274,157.0,0.157
3956,2015-06-14 17:56:00,4,0.0,720.0,28.08,9.04,759.0,8.32,4.2,17.37,25.0,18.01,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.34800411522633745,0.0777851662404092,2.9993366583541143,0.5959782608695652,,0.1215,0.6670738813735693,0.8846145161290323,0.9673971830985915,0.3748,157.0,0.157
3987,2015-06-14 18:27:00,4,0.0,721.0,27.72,9.0,761.0,8.3,4.8,17.46,24.9,20.65,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3491440329218107,0.07832480818414322,3.004331670822942,0.5969739130434782,,0.1199,0.6687127991675339,0.8851903225806451,0.9673211267605634,0.4097,157.0,0.157
4017,2015-06-14 18:57:00,4,0.0,721.0,28.66,8.91,776.0,8.29,3.8,17.53,24.8,21.55,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35003703703703704,0.07847314578005114,3.0096932668329175,0.5964826086956522,,0.1218,0.6704973985431841,0.8862677419354839,0.9672816901408452,,157.0,0.157
4047,2015-06-14 19:27:00,4,0.0,722.0,28.02,8.87,736.0,8.29,4.9,17.55,24.6,18.87,OK,OK,PLEIN,OK,ON,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35098765432098766,0.07847570332480819,3.0089725685785536,0.5972565217391305,,0.1243,0.6717721123829344,0.8867177419354839,0.9683605633802818,0.3917,157.0,0.157
4077,2015-06-14 19:57:00,4,0.0,723.0,27.42,8.84,759.0,8.27,4.6,17.58,24.3,18.17,OK,OK,PLEIN,OK,ON,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3516707818930041,0.07869309462915601,3.0141596009975062,0.5999391304347826,,0.1256,0.6727242455775234,0.8874306451612903,0.9740169014084507,0.3928,157.0,0.157
4107,2015-06-14 20:27:00,4,0.0,725.0,27.97,8.78,763.0,8.28,2.5,17.58,24.2,19.24,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3525390946502058,0.0788235294117647,3.02,0.6063913043478261,,0.124,0.6733288241415193,0.8886919354838709,0.9819239436619718,0.3921,157.0,0.157
4167,2015-06-14 21:27:00,4,0.0,727.0,28.44,8.75,757.0,8.27,3.7,17.51,23.9,18.66,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35316049382716047,0.07903580562659847,3.0223216957605983,0.6127739130434783,,0.1204,0.6745587929240375,0.8922741935483871,0.9931211267605634,0.3821,157.9,0.1579
4197,2015-06-14 21:57:00,4,0.0,727.0,27.57,8.76,781.0,8.26,5.5,17.46,23.7,17.61,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3536090534979424,0.07897953964194372,3.0248279301745633,0.6138217391304348,,0.1212,0.6749802289281999,0.8918274193548388,0.9912422535211268,0.3717,157.0,0.157
4227,2015-06-14 22:27:00,4,0.0,727.0,28.4,8.77,770.0,8.27,4.4,17.36,23.6,17.54,OK,OK,PLEIN,OK,ON,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35416872427983537,0.07908951406649616,3.0261720698254364,0.6127,,0.1257,0.6759292403746099,0.8921887096774194,0.9859183098591551,,157.0,0.157
4257,2015-06-14 22:57:00,4,0.0,728.0,27.89,8.82,764.0,8.28,3.8,17.24,23.6,17.2,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3546090534979424,0.07909207161125319,3.0256832917705734,0.6104434782608695,,0.1278,0.6765400624349637,0.8906145161290323,0.9807718309859155,0.3803,161.9,0.16190000000000002
4287,2015-06-14 23:27:00,4,0.0,728.0,28.01,8.84,764.0,8.27,5.4,17.12,23.5,17.28,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35503703703703704,0.07897953964194372,3.027932668329177,0.6088521739130435,,0.1241,0.675324661810614,0.8892467741935484,0.9770676056338027,,157.0,0.157
4317,2015-06-14 23:57:00,4,0.0,728.0,27.5,8.91,755.0,8.26,4.4,16.99,23.4,17.3,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35478600823045264,0.07909718670076725,3.0297605985037404,0.6083173913043478,,0.1223,0.6746566077003123,0.8912516129032257,0.9753830985915494,0.3808,161.2,0.16119999999999998
4347,2015-06-15 00:27:00,4,0.0,728.0,28.04,8.96,762.0,8.28,2.4,16.8,23.3,17.14,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35479423868312754,0.0789079283887468,3.0310897755610973,0.6065695652173914,,0.1239,0.6731831425598335,0.8903048387096775,0.9736901408450704,,160.0,0.16
4377,2015-06-15 00:57:00,4,0.0,728.0,28.72,9.0,781.0,8.27,5.0,16.66,23.2,17.37,OK,OK,PLEIN,OK,ON,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3539300411522634,0.0789693094629156,3.0285960099750624,0.6052608695652174,,0.1224,0.6716534859521333,0.8884935483870967,0.9720873239436619,0.382,160.0,0.16
4407,2015-06-15 01:27:00,4,0.0,728.0,27.87,9.03,761.0,8.26,3.7,16.49,23.2,17.03,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3536543209876543,0.07899232736572889,3.0274788029925186,0.6043782608695653,,0.1232,0.6720780437044744,0.8885612903225807,0.9721830985915494,0.3853,162.8,0.1628
4437,2015-06-15 01:57:00,4,0.0,730.0,27.97,9.07,770.0,8.27,5.5,16.36,23.1,16.98,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35365843621399173,0.07916368286445012,3.0269775561097254,0.6050826086956522,,0.1211,0.6724079084287201,0.8901677419354839,0.9738281690140845,0.3945,164.0,0.164
4467,2015-06-15 02:27:00,4,0.0,731.0,27.62,9.15,761.0,8.26,4.3,16.22,23.2,17.21,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3540864197530864,0.07923785166240409,3.0347431421446385,0.6072739130434782,,0.1215,0.6724599375650365,0.8927935483870968,0.977881690140845,0.3971,162.8,0.1628
4497,2015-06-15 02:57:00,4,0.0,732.0,28.01,9.2,759.0,8.27,3.8,16.08,23.0,17.18,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3559794238683127,0.07968030690537084,3.047069825436409,0.6119521739130435,,0.1252,0.6726795005202914,0.8963564516129032,0.9844366197183098,0.4014,160.0,0.16
4527,2015-06-15 03:27:00,4,0.0,734.0,29.93,9.24,757.0,8.26,5.6,15.98,22.9,17.34,OK,OK,PLEIN,OK,ON,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3561440329218107,0.08029667519181585,3.053162094763092,0.6164826086956522,,0.1245,0.6721436004162332,0.9000838709677419,0.9915323943661971,0.3864,164.0,0.164
4557,2015-06-15 03:57:00,4,0.0,735.0,27.67,9.27,762.0,8.26,4.4,15.85,22.9,17.35,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3564485596707819,0.08097186700767263,3.057,0.6210043478260869,,0.121,0.6720946930280958,0.9069145161290323,1.0015830985915493,0.3993,161.2,0.16119999999999998
4587,2015-06-15 04:27:00,4,0.0,736.0,27.86,9.31,759.0,8.26,2.8,15.76,23.0,17.95,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35618930041152264,0.0819079283887468,3.0578703241895258,0.6232826086956521,,0.1212,0.6717232049947971,0.9120806451612903,0.9972985915492958,0.3878,164.0,0.164
4618,2015-06-15 04:58:00,4,0.0,737.0,27.55,9.29,772.0,8.27,5.0,15.68,23.0,21.94,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3559423868312757,0.0828005115089514,3.0554114713216958,0.6250217391304348,,0.1208,0.6707741935483871,0.9167209677419355,0.9971014084507043,0.3868,164.0,0.164
4648,2015-06-15 05:28:00,4,0.0,737.0,28.14,9.36,757.0,8.26,3.7,15.61,23.0,17.94,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35563786008230447,0.08359846547314577,3.0498029925187033,0.6267434782608696,,0.1203,0.669843912591051,0.9208161290322581,1.0017859154929578,0.3846,164.0,0.164
4678,2015-06-15 05:58:00,4,0.0,738.0,28.12,9.39,776.0,8.26,5.5,15.58,22.9,17.29,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35527160493827165,0.08408951406649616,3.0469950124688276,0.6284478260869565,,0.1217,0.6700884495317379,0.9237790322580645,1.0018619718309858,,160.8,0.1608
4708,2015-06-15 06:28:00,4,0.0,738.0,28.31,9.38,757.0,8.26,4.4,15.54,23.1,16.98,OK,OK,PLEIN,OK,ON,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3557654320987654,0.08469565217391303,3.054,0.6307608695652174,,0.1221,0.6713381893860563,0.9244112903225806,1.0033971830985917,,164.0,0.164
4738,2015-06-15 06:58:00,4,0.0,737.0,27.81,9.42,753.0,8.27,3.9,15.49,23.0,19.07,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3557448559670782,0.0846317135549872,3.050503740648379,0.6314913043478261,,0.1216,0.6723975026014569,0.9240629032258064,1.002712676056338,0.3939,164.0,0.164
4768,2015-06-15 07:28:00,4,0.0,736.0,28.01,9.5,755.0,8.27,5.1,15.49,23.1,20.05,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35518518518518516,0.08447314578005115,3.0437331670822942,0.6308695652173913,,0.1225,0.6743100936524453,0.9215419354838709,1.0010169014084507,0.4165,163.2,0.16319999999999998
4798,2015-06-15 07:58:00,4,0.0,735.0,29.48,9.5,758.0,8.27,4.5,15.46,23.2,16.97,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35451440329218104,0.0839309462915601,3.0366259351620943,0.6296739130434783,,0.1261,0.673279916753382,0.9178774193548387,1.0002704225352113,0.4102,164.0,0.164
4828,2015-06-15 08:28:00,4,0.0,735.0,28.71,9.5,753.0,8.26,2.5,15.44,23.2,17.72,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3539423868312757,0.08329667519181586,3.036002493765586,0.628204347826087,,0.1228,0.6734869927159209,0.9139741935483872,0.9989070422535211,0.4334,164.0,0.164
4858,2015-06-15 08:58:00,4,0.0,734.0,27.86,9.54,745.0,8.28,5.0,15.45,23.1,36.45,OK,OK,PLEIN,OK,ON,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35432098765432096,0.08285933503836317,3.036351620947631,0.6284739130434783,,0.1234,0.673207075962539,0.9089596774193548,0.998656338028169,0.3931,164.0,0.164
4888,2015-06-15 09:28:00,4,0.0,734.0,26.57,9.51,755.0,8.28,3.7,15.48,23.2,22.88,OK,OK,PLEIN,OK,ON,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3537942386831276,0.08256010230179028,3.0379725685785535,0.6277434782608696,,0.1211,0.672627471383975,0.9030516129032258,0.9974845070422534,0.4235,164.0,0.164
4918,2015-06-15 09:58:00,4,0.0,734.0,30.35,9.56,776.0,8.28,5.5,15.51,23.3,17.33,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3541316872427983,0.08227621483375959,3.0416109725685785,0.6250347826086956,,0.127,0.6728116545265349,0.8997612903225807,0.9917971830985914,0.4035,166.4,0.1664
4948,2015-06-15 10:28:00,4,0.0,733.0,27.41,9.59,759.0,8.29,4.4,15.54,23.4,16.73,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3542222222222222,0.08182864450127877,3.0441197007481295,0.6239173913043478,,0.1274,0.6712955254942768,0.8956677419354838,0.9950281690140846,0.4122,166.4,0.1664
4978,2015-06-15 10:58:00,4,0.0,732.0,29.7,9.66,772.0,8.3,3.9,15.61,23.5,19.57,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3538724279835391,0.08154219948849105,3.0445411471321697,0.6222608695652173,,0.1271,0.6704557752341312,0.8929822580645161,0.9924704225352113,0.4127,164.0,0.164
5008,2015-06-15 11:28:00,4,0.0,731.0,28.32,9.63,778.0,8.29,4.9,15.63,23.6,17.07,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3536748971193416,0.08125319693094629,3.0430274314214465,0.6202782608695653,,0.1239,0.6696441207075963,0.8917483870967743,0.9904225352112676,0.4068,164.0,0.164
5038,2015-06-15 11:58:00,4,0.0,730.0,28.25,9.66,755.0,8.31,4.5,15.73,23.8,20.02,OK,OK,PLEIN,OK,ON,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35290534979423865,0.081,3.0381296758104734,0.6173000000000001,,0.1251,0.6680822060353798,0.8896306451612903,0.9876478873239437,0.3956,164.0,0.164
5068,2015-06-15 12:28:00,4,0.0,730.0,27.55,9.65,747.0,8.31,2.7,15.77,23.9,19.53,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.352320987654321,0.08059846547314578,3.036234413965087,0.6147391304347826,,0.1227,0.6682414151925079,0.8889403225806451,0.9865802816901409,0.4122,164.0,0.164
5098,2015-06-15 12:58:00,4,0.0,729.0,27.68,9.71,753.0,8.32,5.1,15.88,23.9,16.63,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3522304526748971,0.07991048593350383,3.0315386533665833,0.6122782608695652,,0.1221,0.6695889698231009,0.8881209677419355,0.985518309859155,0.4254,164.0,0.164
5128,2015-06-15 13:28:00,4,0.0,728.0,27.59,9.72,761.0,8.32,3.9,15.95,24.1,16.86,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35217695473251026,0.07903836317135549,3.031009975062344,0.6105565217391304,,0.1216,0.668159209157128,0.8872290322580646,0.9846845070422535,0.4043,164.6,0.1646
5158,2015-06-15 13:58:00,4,0.0,728.0,28.31,9.68,755.0,8.31,4.7,15.98,24.1,17.05,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3521152263374486,0.07952429667519181,3.033296758104738,0.6112652173913043,,0.1238,0.6667034339229969,0.8858758064516129,0.9840760563380282,,166.4,0.1664
5188,2015-06-15 14:28:00,4,0.0,727.0,28.13,9.64,757.0,8.33,4.6,16.1,24.1,17.14,OK,OK,PLEIN,OK,ON,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3517942386831276,0.07950895140664961,3.035014962593516,0.6109608695652173,,0.1249,0.667057232049948,0.884258064516129,0.9833464788732394,0.4111,160.0,0.16
5218,2015-06-15 14:58:00,4,0.0,726.0,27.52,9.65,747.0,8.32,3.9,16.21,24.2,18.02,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35142798353909466,0.07928900255754476,3.03340897755611,0.6086826086956522,,0.1216,0.6661925078043706,0.8831983870967741,0.9802985915492959,0.4019,163.2,0.16319999999999998
5248,2015-06-15 15:28:00,4,0.0,725.0,27.51,9.62,757.0,8.33,5.0,16.29,24.3,17.98,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35132921810699586,0.07886700767263427,3.034027431421446,0.6066869565217391,,0.1247,0.667703433922997,0.8831709677419355,0.9781042253521127,0.4186,160.0,0.16
5279,2015-06-15 15:59:00,4,0.0,723.0,27.9,9.58,759.0,8.34,4.6,16.39,24.3,18.14,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.351559670781893,0.07842199488491049,3.0279999999999996,0.6042521739130435,,0.122,0.6666659729448491,0.8835967741935484,0.9754676056338029,,159.7,0.15969999999999998
5309,2015-06-15 16:29:00,4,0.0,722.0,27.27,9.53,760.0,8.34,2.8,16.52,24.3,17.37,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.35016460905349794,0.07780306905370844,3.020428927680798,0.6018217391304348,,0.1209,0.6654380853277836,0.8829903225806451,0.9742535211267606,0.3632,157.3,0.15730000000000002
5339,2015-06-15 16:59:00,4,0.0,721.0,28.01,9.48,768.0,8.34,5.1,16.54,24.3,18.03,OK,OK,PLEIN,OK,OFF,OK,OK,OK,OK,on,OK,RESEAU,,Unknown,,0.3492222222222222,0.0775319693094629,3.011027431421446,0.6007608695652175,,0.1216,0.6655140478668055,0.8824516129032258,0.9732478873239436,0.3752,160.0,0.16
